accountNumber,adpNumber,transactionDirection
1002083655,8CZVJK5,Buy
1002083952,8CZVJK5,Sell
1002084653,8CZVJK5,Buy
1002085015,8CZVJK5,Sell
1002085353,8CZVJK5,Buy
1002085452,8CZVJK5,Sell
1002085718,8CZVJK5,Buy
1002085858,8CZVJK5,Sell
1002086252,8CZVJK5,Buy
1002086757,8CZVJK5,Sell
1002087714,8CZVJK5,Buy
1002088159,8CZVJK5,Sell
1002088258,8CZVJK5,Buy
1002088456,8CZVJK5,Sell
1002089256,8CZVJK5,Buy
1002089553,8CZVJK5,Sell
1002089611,8CZVJK5,Buy
1002089850,8CZVJK5,Sell
1002090056,8CZVJK5,Buy
1002090353,8CZVJK5,Sell
1002090411,8CZVJK5,Buy
1002090619,8CZVJK5,Sell
1002090759,8CZVJK5,Buy
1002091054,8CZVJK5,Sell
1002091211,8CZVJK5,Buy
1002091310,8CZVJK5,Sell
1002091559,8CZVJK5,Buy
1002091757,8CZVJK5,Sell
1002091856,8CZVJK5,Buy
1002091955,8CZVJK5,Sell
1002092052,8CZVJK5,Buy
1002092151,8CZVJK5,Sell
1002092250,8CZVJK5,Buy
1002093019,8CZVJK5,Sell
1002093118,8CZVJK5,Buy
1002093258,8CZVJK5,Sell
1002093357,8CZVJK5,Buy
1002093456,8CZVJK5,Sell
1002093753,8CZVJK5,Buy
1002094256,8CZVJK5,Sell
1002094355,8CZVJK5,Buy
1002094553,8CZVJK5,Sell
1002094652,8CZVJK5,Buy
1002094751,8CZVJK5,Sell
1002095311,8CZVJK5,Buy
1002095410,8CZVJK5,Sell
1002095659,8CZVJK5,Buy
1002095758,8CZVJK5,Sell
1002096251,8CZVJK5,Buy
1002096350,8CZVJK5,Sell
1002096996,8CZVJK5,Buy
1002097515,8CZVJK5,Sell
1002098018,8CZVJK5,Buy
1002098158,8CZVJK5,Sell
1002098216,8CZVJK5,Buy
1002098455,8CZVJK5,Sell
1002098851,8CZVJK5,Buy
1002099057,8CZVJK5,Sell
1002099156,8CZVJK5,Buy
1002099453,8CZVJK5,Sell
1002099719,8CZVJK5,Buy
1002100210,8CZVJK5,Sell
1002102455,8CZVJK5,Buy
1002102554,8CZVJK5,Sell
1002103057,8CZVJK5,Buy
1002103115,8CZVJK5,Sell
1002103750,8CZVJK5,Buy
1002103818,8CZVJK5,Sell
1002104352,8CZVJK5,Buy
1002104410,8CZVJK5,Sell
1002104550,8CZVJK5,Buy
1002104659,8CZVJK5,Sell
1002104956,8CZVJK5,Buy
1002105052,8CZVJK5,Sell
1002105110,8CZVJK5,Buy
1002105250,8CZVJK5,Sell
1002105854,8CZVJK5,Buy
1002106118,8CZVJK5,Sell
1002106217,8CZVJK5,Buy
1002106357,8CZVJK5,Sell
1002106555,8CZVJK5,Buy
1002106613,8CZVJK5,Sell
1002106753,8CZVJK5,Buy
1002106951,8CZVJK5,Sell
1002107058,8CZVJK5,Buy
1002107256,8CZVJK5,Sell
1002107355,8CZVJK5,Buy
1002107850,8CZVJK5,Sell
1002108155,8CZVJK5,Buy
1002108254,8CZVJK5,Sell
1002108858,8CZVJK5,Buy
1002109153,8CZVJK5,Sell
1002109211,8CZVJK5,Buy
1002109450,8CZVJK5,Sell
1002110110,8CZVJK5,Buy
1002110219,8CZVJK5,Sell
1002110557,8CZVJK5,Buy
1002110656,8CZVJK5,Sell
1002111258,8CZVJK5,Buy
1002111316,8CZVJK5,Sell
1002111555,8CZVJK5,Buy
1002112017,8CZVJK5,Sell
1002112314,8CZVJK5,Buy
1002113353,8CZVJK5,Sell
1002114450,8CZVJK5,Buy
1002114559,8CZVJK5,Sell
1002115259,8CZVJK5,Buy
1002115911,8CZVJK5,Sell
1002116257,8CZVJK5,Buy
1002116356,8CZVJK5,Sell
1002116851,8CZVJK5,Buy
1002117156,8CZVJK5,Sell
1002117651,8CZVJK5,Buy
1002117859,8CZVJK5,Sell
1002118154,8CZVJK5,Buy
1002118451,8CZVJK5,Sell
1002118857,8CZVJK5,Buy
1002119053,8CZVJK5,Sell
1002119558,8CZVJK5,Buy
1002119954,8CZVJK5,Sell
1002120457,8CZVJK5,Buy
1002120853,8CZVJK5,Sell
1002121612,8CZVJK5,Buy
1002122255,8CZVJK5,Sell
1002122651,8CZVJK5,Buy
1002123055,8CZVJK5,Sell
1002123550,8CZVJK5,Buy
1002124657,8CZVJK5,Sell
1002125217,8CZVJK5,Buy
1002125555,8CZVJK5,Sell
1002126413,8CZVJK5,Buy
1002127957,8CZVJK5,Sell
1002128054,8CZVJK5,Buy
1002128450,8CZVJK5,Sell
1002130555,8CZVJK5,Buy
1002132056,8CZVJK5,Sell
1002132114,8CZVJK5,Buy
1002132452,8CZVJK5,Sell
1002134359,8CZVJK5,Buy
1002134458,8CZVJK5,Sell
1002134714,8CZVJK5,Buy
1002135455,8CZVJK5,Sell
1002136115,8CZVJK5,Buy
1002136313,8CZVJK5,Sell
1002137253,8CZVJK5,Buy
1002139556,8CZVJK5,Sell
1002139614,8CZVJK5,Buy
1002139713,8CZVJK5,Sell
1002139812,8CZVJK5,Buy
1002139911,8CZVJK5,Sell
1002140018,8CZVJK5,Buy
1002140117,8CZVJK5,Sell
1002140216,8CZVJK5,Buy
1002140315,8CZVJK5,Sell
1002140414,8CZVJK5,Buy
1002140513,8CZVJK5,Sell
1002140612,8CZVJK5,Buy
1002141016,8CZVJK5,Sell
1002141214,8CZVJK5,Buy
1002142055,8CZVJK5,Sell
1002142717,8CZVJK5,Buy
1002142915,8CZVJK5,Sell
1002143012,8CZVJK5,Buy
1002143913,8CZVJK5,Sell
1002144010,8CZVJK5,Buy
1002144713,8CZVJK5,Sell
1002145314,8CZVJK5,Buy
1002145710,8CZVJK5,Sell
1002145918,8CZVJK5,Buy
1002146015,8CZVJK5,Sell
1002146510,8CZVJK5,Buy
1002146650,8CZVJK5,Sell
1002146759,8CZVJK5,Buy
1002147310,8CZVJK5,Sell
1002147518,8CZVJK5,Buy
1002148011,8CZVJK5,Sell
1002148318,8CZVJK5,Buy
1002148615,8CZVJK5,Sell
1002148813,8CZVJK5,Buy
1002149019,8CZVJK5,Sell
1002149415,8CZVJK5,Buy
1002149555,8CZVJK5,Sell
1002149613,8CZVJK5,Buy
1002149753,8CZVJK5,Sell
1002149811,8CZVJK5,Buy
1002150017,8CZVJK5,Sell
1002150256,8CZVJK5,Buy
1002150314,8CZVJK5,Sell
1002150413,8CZVJK5,Buy
1002150512,8CZVJK5,Sell
1002150850,8CZVJK5,Buy
1002151254,8CZVJK5,Sell
1002151510,8CZVJK5,Buy
1002151619,8CZVJK5,Sell
1002151817,8CZVJK5,Buy
1002152914,8CZVJK5,Sell
1002153011,8CZVJK5,Buy
1002153110,8CZVJK5,Sell
1002153219,8CZVJK5,Buy
1002153318,8CZVJK5,Sell
1002153417,8CZVJK5,Buy
1002153912,8CZVJK5,Sell
1002154118,8CZVJK5,Buy
1002154217,8CZVJK5,Sell
1002154316,8CZVJK5,Buy
1002154415,8CZVJK5,Sell
1002154514,8CZVJK5,Buy
1002154613,8CZVJK5,Sell
1002154712,8CZVJK5,Buy
1002154811,8CZVJK5,Sell
1002154910,8CZVJK5,Buy
1002155214,8CZVJK5,Sell
1002155511,8CZVJK5,Buy
1002155719,8CZVJK5,Sell
1002155917,8CZVJK5,Buy
1002156014,8CZVJK5,Sell
1002156113,8CZVJK5,Buy
1002156212,8CZVJK5,Sell
1002156311,8CZVJK5,Buy
1002156519,8CZVJK5,Sell
1002156618,8CZVJK5,Buy
1002156717,8CZVJK5,Sell
1002156915,8CZVJK5,Buy
1002157012,8CZVJK5,Sell
1002157111,8CZVJK5,Buy
1002157616,8CZVJK5,Sell
1002158218,8CZVJK5,Buy
1002158317,8CZVJK5,Sell
1002158416,8CZVJK5,Buy
1002158713,8CZVJK5,Sell
1002158812,8CZVJK5,Buy
1002158911,8CZVJK5,Sell
1002159018,8CZVJK5,Buy
1002159117,8CZVJK5,Sell
1002159216,8CZVJK5,Buy
1002159711,8CZVJK5,Sell
1002159810,8CZVJK5,Buy
1002159919,8CZVJK5,Sell
1002160016,8CZVJK5,Buy
1002160115,8CZVJK5,Sell
1002160214,8CZVJK5,Buy
1002160412,8CZVJK5,Sell
1002160511,8CZVJK5,Buy
1002160818,8CZVJK5,Sell
1002160917,8CZVJK5,Buy
1002161212,8CZVJK5,Sell
1002161311,8CZVJK5,Buy
1002161717,8CZVJK5,Sell
1002161915,8CZVJK5,Buy
1002162111,8CZVJK5,Sell
1002162210,8CZVJK5,Buy
1002162319,8CZVJK5,Sell
1002162418,8CZVJK5,Buy
1002162715,8CZVJK5,Sell
1002162814,8CZVJK5,Buy
1002162913,8CZVJK5,Sell
1002163010,8CZVJK5,Buy
1002163119,8CZVJK5,Sell
1002163218,8CZVJK5,Buy
1002163317,8CZVJK5,Sell
1002163515,8CZVJK5,Buy
1002163713,8CZVJK5,Sell
1002164018,8CZVJK5,Buy
1002164216,8CZVJK5,Sell
1002164315,8CZVJK5,Buy
1002164414,8CZVJK5,Sell
1002164513,8CZVJK5,Buy
1002164612,8CZVJK5,Sell
1002172110,8CZVJK5,Buy
1002172219,8CZVJK5,Sell
1002172318,8CZVJK5,Buy
1002172854,8CZVJK5,Sell
1002174553,8CZVJK5,Buy
1002174751,8CZVJK5,Sell
1002174850,8CZVJK5,Buy
1002175055,8CZVJK5,Sell
1002175154,8CZVJK5,Buy
1002175253,8CZVJK5,Sell
1002175352,8CZVJK5,Buy
1002175550,8CZVJK5,Sell
1002175659,8CZVJK5,Buy
1002176319,8CZVJK5,Sell
1002176558,8CZVJK5,Buy
1002177051,8CZVJK5,Sell
1002177259,8CZVJK5,Buy
1002177556,8CZVJK5,Sell
1002177614,8CZVJK5,Buy
1002177754,8CZVJK5,Sell
1002177853,8CZVJK5,Buy
1002177911,8CZVJK5,Sell
1002178059,8CZVJK5,Buy
1002178257,8CZVJK5,Sell
1002178554,8CZVJK5,Buy
1002178653,8CZVJK5,Sell
1002178919,8CZVJK5,Buy
1002179016,8CZVJK5,Sell
1002179115,8CZVJK5,Buy
1002179354,8CZVJK5,Sell
1002179453,8CZVJK5,Buy
1002179552,8CZVJK5,Sell
1002179651,8CZVJK5,Buy
1002179859,8CZVJK5,Sell
1002179958,8CZVJK5,Buy
1002180055,8CZVJK5,Sell
1002180154,8CZVJK5,Buy
1002180352,8CZVJK5,Sell
1002180550,8CZVJK5,Buy
1002180956,8CZVJK5,Sell
1002181053,8CZVJK5,Buy
1002181152,8CZVJK5,Sell
1002181350,8CZVJK5,Buy
1002181814,8CZVJK5,Sell
1002182259,8CZVJK5,Buy
1002182358,8CZVJK5,Sell
1002182853,8CZVJK5,Buy
1002183356,8CZVJK5,Sell
1002183950,8CZVJK5,Buy
1002184354,8CZVJK5,Sell
1002184651,8CZVJK5,Buy
1002184958,8CZVJK5,Sell
1002185054,8CZVJK5,Buy
1002185450,8CZVJK5,Sell
1002185757,8CZVJK5,Buy
1002185955,8CZVJK5,Sell
1002186151,8CZVJK5,Buy
1002186250,8CZVJK5,Sell
1002186458,8CZVJK5,Buy
1002186557,8CZVJK5,Sell
1002186755,8CZVJK5,Buy
1002186854,8CZVJK5,Sell
1002187050,8CZVJK5,Buy
1002187159,8CZVJK5,Sell
1002187555,8CZVJK5,Buy
1002187910,8CZVJK5,Sell
1002188314,8CZVJK5,Buy
1002188850,8CZVJK5,Sell
1002188959,8CZVJK5,Buy
1002189155,8CZVJK5,Sell
1002189551,8CZVJK5,Buy
1002189858,8CZVJK5,Sell
1002189957,8CZVJK5,Buy
1002190153,8CZVJK5,Sell
1002190252,8CZVJK5,Buy
1002190450,8CZVJK5,Sell
1002190757,8CZVJK5,Buy
1002190856,8CZVJK5,Sell
1002191151,8CZVJK5,Buy
1002191250,8CZVJK5,Sell
1002191854,8CZVJK5,Buy
1002192159,8CZVJK5,Sell
1002192357,8CZVJK5,Buy
1002193355,8CZVJK5,Sell
1002193553,8CZVJK5,Buy
1002193751,8CZVJK5,Sell
1002194056,8CZVJK5,Buy
1002194353,8CZVJK5,Sell
1002194452,8CZVJK5,Buy
1002194551,8CZVJK5,Sell
1002194650,8CZVJK5,Buy
1002194957,8CZVJK5,Sell
1002195053,8CZVJK5,Buy
1002195152,8CZVJK5,Sell
1002195251,8CZVJK5,Buy
1002195350,8CZVJK5,Sell
1002195459,8CZVJK5,Buy
1002195558,8CZVJK5,Sell
1002195657,8CZVJK5,Buy
1002195756,8CZVJK5,Sell
1002195855,8CZVJK5,Buy
1002196259,8CZVJK5,Sell
1002196358,8CZVJK5,Buy
1002196457,8CZVJK5,Sell
1002196556,8CZVJK5,Buy
1002196655,8CZVJK5,Sell
1002196952,8CZVJK5,Buy
1002197059,8CZVJK5,Sell
1002197653,8CZVJK5,Buy
1002197752,8CZVJK5,Sell
1002198057,8CZVJK5,Buy
1002198156,8CZVJK5,Sell
1002198255,8CZVJK5,Buy
1002198651,8CZVJK5,Sell
1002198750,8CZVJK5,Buy
1002198859,8CZVJK5,Sell
1002198958,8CZVJK5,Buy
1002199055,8CZVJK5,Sell
1002199154,8CZVJK5,Buy
1002199253,8CZVJK5,Sell
1002199659,8CZVJK5,Buy
1002199758,8CZVJK5,Sell
1002199857,8CZVJK5,Buy
1002199956,8CZVJK5,Sell
1002200010,8CZVJK5,Buy
1002200150,8CZVJK5,Sell
1002200655,8CZVJK5,Buy
1002201158,8CZVJK5,Sell
1002201257,8CZVJK5,Buy
1002201455,8CZVJK5,Sell
1002201653,8CZVJK5,Buy
1002201752,8CZVJK5,Sell
1002201851,8CZVJK5,Buy
1002202255,8CZVJK5,Sell
1002202453,8CZVJK5,Buy
1002202552,8CZVJK5,Sell
1002202651,8CZVJK5,Buy
1002203055,8CZVJK5,Sell
1002203154,8CZVJK5,Buy
1002203352,8CZVJK5,Sell
1002203659,8CZVJK5,Buy
1002203857,8CZVJK5,Sell
1002204053,8CZVJK5,Buy
1002204152,8CZVJK5,Sell
1002204251,8CZVJK5,Buy
1002204855,8CZVJK5,Sell
1002205050,8CZVJK5,Buy
1002205159,8CZVJK5,Sell
1002205357,8CZVJK5,Buy
1002205555,8CZVJK5,Sell
1002205654,8CZVJK5,Buy
1002205951,8CZVJK5,Sell
1002206157,8CZVJK5,Buy
1002206751,8CZVJK5,Sell
1002206850,8CZVJK5,Buy
1002206959,8CZVJK5,Sell
1002207155,8CZVJK5,Buy
1002207254,8CZVJK5,Sell
1002207353,8CZVJK5,Buy
1002207551,8CZVJK5,Sell
1002207650,8CZVJK5,Buy
1002207759,8CZVJK5,Sell
1002208153,8CZVJK5,Buy
1002208351,8CZVJK5,Sell
1002208450,8CZVJK5,Buy
1002209250,8CZVJK5,Sell
1002209359,8CZVJK5,Buy
1002209458,8CZVJK5,Sell
1002209755,8CZVJK5,Buy
1002209854,8CZVJK5,Sell
1002209953,8CZVJK5,Buy
1002210258,8CZVJK5,Sell
1002210654,8CZVJK5,Buy
1002210852,8CZVJK5,Sell
1002211157,8CZVJK5,Buy
1002211256,8CZVJK5,Sell
1002211355,8CZVJK5,Buy
1002211652,8CZVJK5,Sell
1002212114,8CZVJK5,Buy
1002212213,8CZVJK5,Sell
1002212312,8CZVJK5,Buy
1002212452,8CZVJK5,Sell
1002213351,8CZVJK5,Buy
1002213757,8CZVJK5,Sell
1002213856,8CZVJK5,Buy
1002213955,8CZVJK5,Sell
1002214250,8CZVJK5,Buy
1002214458,8CZVJK5,Sell
1002214557,8CZVJK5,Buy
1002214953,8CZVJK5,Sell
1002215257,8CZVJK5,Buy
1002215356,8CZVJK5,Sell
1002215455,8CZVJK5,Buy
1002215554,8CZVJK5,Sell
1002215653,8CZVJK5,Buy
1002216156,8CZVJK5,Sell
1002216354,8CZVJK5,Buy
1002216750,8CZVJK5,Sell
1002216859,8CZVJK5,Buy
1002216958,8CZVJK5,Sell
1002217154,8CZVJK5,Buy
1002217253,8CZVJK5,Sell
1002217352,8CZVJK5,Buy
1002217410,8CZVJK5,Sell
1002217550,8CZVJK5,Buy
1002217758,8CZVJK5,Sell
1002217857,8CZVJK5,Buy
1002217956,8CZVJK5,Sell
1002218517,8CZVJK5,Buy
1002218616,8CZVJK5,Sell
1002218855,8CZVJK5,Buy
1002218954,8CZVJK5,Sell
1002219150,8CZVJK5,Buy
1002219259,8CZVJK5,Sell
1002219754,8CZVJK5,Buy
1002220059,8CZVJK5,Sell
1002220158,8CZVJK5,Buy
1002220257,8CZVJK5,Sell
1002220554,8CZVJK5,Buy
1002220653,8CZVJK5,Sell
1002220752,8CZVJK5,Buy
1002220851,8CZVJK5,Sell
1002220919,8CZVJK5,Buy
1002221057,8CZVJK5,Sell
1002221255,8CZVJK5,Buy
1002221354,8CZVJK5,Sell
1002221859,8CZVJK5,Buy
1002221958,8CZVJK5,Sell
1002222550,8CZVJK5,Buy
1002222956,8CZVJK5,Sell
1002223053,8CZVJK5,Buy
1002223152,8CZVJK5,Sell
1002223459,8CZVJK5,Buy
1002223558,8CZVJK5,Sell
1002223657,8CZVJK5,Buy
1002223756,8CZVJK5,Sell
1002224259,8CZVJK5,Buy
1002224952,8CZVJK5,Sell
1002225058,8CZVJK5,Buy
1002225256,8CZVJK5,Sell
1002225355,8CZVJK5,Buy
1002225454,8CZVJK5,Sell
1002225652,8CZVJK5,Buy
1002225918,8CZVJK5,Sell
1002226056,8CZVJK5,Buy
1002226155,8CZVJK5,Sell
1002226353,8CZVJK5,Buy
1002226650,8CZVJK5,Sell
1002226957,8CZVJK5,Buy
1002227252,8CZVJK5,Sell
1002227450,8CZVJK5,Buy
1002227658,8CZVJK5,Sell
1002227856,8CZVJK5,Buy
1002227955,8CZVJK5,Sell
1002228151,8CZVJK5,Buy
1002228755,8CZVJK5,Sell
1002228953,8CZVJK5,Buy
1002229159,8CZVJK5,Sell
1002229217,8CZVJK5,Buy
1002229357,8CZVJK5,Sell
1002229555,8CZVJK5,Buy
1002229951,8CZVJK5,Sell
1002230058,8CZVJK5,Buy
1002230256,8CZVJK5,Sell
1002230454,8CZVJK5,Buy
1002230850,8CZVJK5,Sell
1002230959,8CZVJK5,Buy
1002231254,8CZVJK5,Sell
1002231650,8CZVJK5,Buy
1002231759,8CZVJK5,Sell
1002232054,8CZVJK5,Buy
1002232559,8CZVJK5,Sell
1002232658,8CZVJK5,Buy
1002232757,8CZVJK5,Sell
1002233755,8CZVJK5,Buy
1002233953,8CZVJK5,Sell
1002234050,8CZVJK5,Buy
1002234159,8CZVJK5,Sell
1002234258,8CZVJK5,Buy
1002234456,8CZVJK5,Sell
1002234555,8CZVJK5,Buy
1002234753,8CZVJK5,Sell
1002235156,8CZVJK5,Buy
1002235255,8CZVJK5,Sell
1002235453,8CZVJK5,Buy
1002235750,8CZVJK5,Sell
1002235859,8CZVJK5,Buy
1002236154,8CZVJK5,Sell
1002236451,8CZVJK5,Buy
1002236550,8CZVJK5,Sell
1002236758,8CZVJK5,Buy
1002236857,8CZVJK5,Sell
1002237251,8CZVJK5,Buy
1002237459,8CZVJK5,Sell
1002237657,8CZVJK5,Buy
1002237715,8CZVJK5,Sell
1002238010,8CZVJK5,Buy
1002238150,8CZVJK5,Sell
1002238457,8CZVJK5,Buy
1002238655,8CZVJK5,Sell
1002238754,8CZVJK5,Buy
1002238853,8CZVJK5,Sell
1002238952,8CZVJK5,Buy
1002239216,8CZVJK5,Sell
1002239950,8CZVJK5,Buy
1002240255,8CZVJK5,Sell
1002240354,8CZVJK5,Buy
1002240552,8CZVJK5,Sell
1002240651,8CZVJK5,Buy
1002240750,8CZVJK5,Sell
1002240917,8CZVJK5,Buy
1002241014,8CZVJK5,Sell
1002241154,8CZVJK5,Buy
1002241451,8CZVJK5,Sell
1002241659,8CZVJK5,Buy
1002241758,8CZVJK5,Sell
1002241857,8CZVJK5,Buy
1002242012,8CZVJK5,Sell
1002242251,8CZVJK5,Buy
1002242459,8CZVJK5,Sell
1002242558,8CZVJK5,Buy
1002242657,8CZVJK5,Sell
1002243010,8CZVJK5,Buy
1002243119,8CZVJK5,Sell
1002243556,8CZVJK5,Buy
1002243655,8CZVJK5,Sell
1002243754,8CZVJK5,Buy
1002243952,8CZVJK5,Sell
1002244059,8CZVJK5,Buy
1002244554,8CZVJK5,Sell
1002244653,8CZVJK5,Buy
1002244752,8CZVJK5,Sell
1002245056,8CZVJK5,Buy
1002245254,8CZVJK5,Sell
1002245353,8CZVJK5,Buy
1002245452,8CZVJK5,Sell
1002245650,8CZVJK5,Buy
1002245916,8CZVJK5,Sell
1002246112,8CZVJK5,Buy
1002246351,8CZVJK5,Sell
1002246450,8CZVJK5,Buy
1002246658,8CZVJK5,Sell
1002246955,8CZVJK5,Buy
1002247151,8CZVJK5,Sell
1002247250,8CZVJK5,Buy
1002247359,8CZVJK5,Sell
1002247458,8CZVJK5,Buy
1002247557,8CZVJK5,Sell
1002247755,8CZVJK5,Buy
1002247854,8CZVJK5,Sell
1002247953,8CZVJK5,Buy
1002248159,8CZVJK5,Sell
1002248258,8CZVJK5,Buy
1002248357,8CZVJK5,Sell
1002248456,8CZVJK5,Buy
1002248555,8CZVJK5,Sell
1002248654,8CZVJK5,Buy
1002248753,8CZVJK5,Sell
1002248852,8CZVJK5,Buy
1002248951,8CZVJK5,Sell
1002249157,8CZVJK5,Buy
1002249256,8CZVJK5,Sell
1002249355,8CZVJK5,Buy
1002249553,8CZVJK5,Sell
1002249652,8CZVJK5,Buy
1002249751,8CZVJK5,Sell
1002249959,8CZVJK5,Buy
1002250056,8CZVJK5,Sell
1002250155,8CZVJK5,Buy
1002250650,8CZVJK5,Sell
1002250858,8CZVJK5,Buy
1002250957,8CZVJK5,Sell
1002251153,8CZVJK5,Buy
1002251252,8CZVJK5,Sell
1002251351,8CZVJK5,Buy
1002251559,8CZVJK5,Sell
1002251856,8CZVJK5,Buy
1002251955,8CZVJK5,Sell
1002252052,8CZVJK5,Buy
1002252151,8CZVJK5,Sell
1002252359,8CZVJK5,Buy
1002252458,8CZVJK5,Sell
1002252656,8CZVJK5,Buy
1002252755,8CZVJK5,Sell
1002253159,8CZVJK5,Buy
1002253712,8CZVJK5,Sell
1002253811,8CZVJK5,Buy
1002253910,8CZVJK5,Sell
1002254017,8CZVJK5,Buy
1002254157,8CZVJK5,Sell
1002254256,8CZVJK5,Buy
1002254355,8CZVJK5,Sell
1002255055,8CZVJK5,Buy
1002255352,8CZVJK5,Sell
1002255451,8CZVJK5,Buy
1002255550,8CZVJK5,Sell
1002255659,8CZVJK5,Buy
1002255857,8CZVJK5,Sell
1002255956,8CZVJK5,Buy
1002256251,8CZVJK5,Sell
1002256657,8CZVJK5,Buy
1002256756,8CZVJK5,Sell
1002256855,8CZVJK5,Buy
1002256954,8CZVJK5,Sell
1002257259,8CZVJK5,Buy
1002257358,8CZVJK5,Sell
1002257457,8CZVJK5,Buy
1002257556,8CZVJK5,Sell
1002257655,8CZVJK5,Buy
1002257853,8CZVJK5,Sell
1002257952,8CZVJK5,Buy
1002258059,8CZVJK5,Sell
1002258158,8CZVJK5,Buy
1002258257,8CZVJK5,Sell
1002258356,8CZVJK5,Buy
1002258919,8CZVJK5,Sell
1002259511,8CZVJK5,Buy
1002259917,8CZVJK5,Sell
1002260113,8CZVJK5,Buy
1002260519,8CZVJK5,Sell
1002260618,8CZVJK5,Buy
1002260717,8CZVJK5,Sell
1002260915,8CZVJK5,Buy
1002261459,8CZVJK5,Sell
1002261756,8CZVJK5,Buy
1002261855,8CZVJK5,Sell
1002261954,8CZVJK5,Buy
1002262051,8CZVJK5,Sell
1002262556,8CZVJK5,Buy
1002262853,8CZVJK5,Sell
1002263158,8CZVJK5,Buy
1002263257,8CZVJK5,Sell
1002263356,8CZVJK5,Buy
1002263455,8CZVJK5,Sell
1002263554,8CZVJK5,Buy
1002263653,8CZVJK5,Sell
1002263752,8CZVJK5,Buy
1002263950,8CZVJK5,Sell
1002264057,8CZVJK5,Buy
1002264412,8CZVJK5,Sell
1002264552,8CZVJK5,Buy
1002264651,8CZVJK5,Sell
1002264958,8CZVJK5,Buy
1002265153,8CZVJK5,Sell
1002265559,8CZVJK5,Buy
1002265658,8CZVJK5,Sell
1002265955,8CZVJK5,Buy
1002266052,8CZVJK5,Sell
1002266151,8CZVJK5,Buy
1002266359,8CZVJK5,Sell
1002266458,8CZVJK5,Buy
1002266557,8CZVJK5,Sell
1002266854,8CZVJK5,Buy
1002267019,8CZVJK5,Sell
1002267159,8CZVJK5,Buy
1002267258,8CZVJK5,Sell
1002267555,8CZVJK5,Buy
1002267753,8CZVJK5,Sell
1002267852,8CZVJK5,Buy
1002268058,8CZVJK5,Sell
1002268157,8CZVJK5,Buy
1002268256,8CZVJK5,Sell
1002268454,8CZVJK5,Buy
1002268850,8CZVJK5,Sell
1002269155,8CZVJK5,Buy
1002269213,8CZVJK5,Sell
1002269312,8CZVJK5,Buy
1002269411,8CZVJK5,Sell
1002269510,8CZVJK5,Buy
1002269619,8CZVJK5,Sell
1002269718,8CZVJK5,Buy
1002270559,8CZVJK5,Sell
1002270658,8CZVJK5,Buy
1002270757,8CZVJK5,Sell
1002270856,8CZVJK5,Buy
1002271151,8CZVJK5,Sell
1002271250,8CZVJK5,Buy
1002271458,8CZVJK5,Sell
1002271557,8CZVJK5,Buy
1002271656,8CZVJK5,Sell
1002271755,8CZVJK5,Buy
1002271854,8CZVJK5,Sell
1002271953,8CZVJK5,Buy
1002272050,8CZVJK5,Sell
1002272258,8CZVJK5,Buy
1002272852,8CZVJK5,Sell
1002273116,8CZVJK5,Buy
1002273314,8CZVJK5,Sell
1002273413,8CZVJK5,Buy
1002273553,8CZVJK5,Sell
1002273850,8CZVJK5,Buy
1002273959,8CZVJK5,Sell
1002274155,8CZVJK5,Buy
1002274353,8CZVJK5,Sell
1002274650,8CZVJK5,Buy
1002274858,8CZVJK5,Sell
1002275012,8CZVJK5,Buy
1002275251,8CZVJK5,Sell
1002275657,8CZVJK5,Buy
1002275954,8CZVJK5,Sell
1002276051,8CZVJK5,Buy
1002276317,8CZVJK5,Sell
1002276457,8CZVJK5,Buy
1002276556,8CZVJK5,Sell
1002276655,8CZVJK5,Buy
1002276853,8CZVJK5,Sell
1002276911,8CZVJK5,Buy
1002277059,8CZVJK5,Sell
1002277158,8CZVJK5,Buy
1002277257,8CZVJK5,Sell
1002277356,8CZVJK5,Buy
1002277554,8CZVJK5,Sell
1002277851,8CZVJK5,Buy
1002278156,8CZVJK5,Sell
1002278214,8CZVJK5,Buy
1002278453,8CZVJK5,Sell
1002278750,8CZVJK5,Buy
1002279253,8CZVJK5,Sell
1002279659,8CZVJK5,Buy
1002279956,8CZVJK5,Sell
1002280053,8CZVJK5,Buy
1002280152,8CZVJK5,Sell
1002280251,8CZVJK5,Buy
1002280350,8CZVJK5,Sell
1002280459,8CZVJK5,Buy
1002280657,8CZVJK5,Sell
1002280756,8CZVJK5,Buy
1002280855,8CZVJK5,Sell
1002281051,8CZVJK5,Buy
1002281150,8CZVJK5,Sell
1002281259,8CZVJK5,Buy
1002281556,8CZVJK5,Sell
1002281655,8CZVJK5,Buy
1002281952,8CZVJK5,Sell
1002282059,8CZVJK5,Buy
1002282158,8CZVJK5,Sell
1002282257,8CZVJK5,Buy
1002282653,8CZVJK5,Sell
1002282752,8CZVJK5,Buy
1002283156,8CZVJK5,Sell
1002283214,8CZVJK5,Buy
1002283651,8CZVJK5,Sell
1002283859,8CZVJK5,Buy
1002283958,8CZVJK5,Sell
1002284055,8CZVJK5,Buy
1002284253,8CZVJK5,Sell
1002285151,8CZVJK5,Buy
1002285359,8CZVJK5,Sell
1002285656,8CZVJK5,Buy
1002285854,8CZVJK5,Sell
1002285953,8CZVJK5,Buy
1002286159,8CZVJK5,Sell
1002286456,8CZVJK5,Buy
1002286753,8CZVJK5,Sell
